incident_id,entity_name,State,third_party_involved,individuals_affected,breach_date,breach_type,breach_location,date_reported,incident_summary,breach_start,breach_end,year,incident_status,incident_duration_days,critical_incident,severity,event_date
464,Anchorage Community Mental Health Services Inc.,AK,Unknown,2743,2014-01-23,Unauthorized Access/Disclosure,Desktop Computer,2014-01-23,Not provided,2011-12-20,2012-01-04,2011,Closed,15.0,0,Medium,2014-01-23
465,Robley Rex VA Medical Center ,KY,Unknown,1182,2012-01-09,Other,Paper,2014-01-23,Not provided,2012-01-09,,2012,Open,,0,Medium,2014-01-23
466,Indiana Internal Medicine Consultants,IN,Unknown,20000,2012-02-11,Theft,Laptop,2014-06-24,"A laptop computer that contained the electronic protected health information (ePHI) of approximately 20,000 individuals was stolen from the covered entity's (CE) laboratory manager's office.  The ePHI involved in the breach included patients' names, dates of birth, clinic identification numbers, and laboratory results.  Following the breach, the CE reported the theft to the building management company.  The management company investigated the theft and determined that cleaning personnel had stolen the laptop.  The company reported that the patient information was not compromised, as the database could not be accessed without propriety software and specialized assistance. As a result of OCR's investigation, physical security was improved by housing the replacement laptop in a locked drawer in a locked office with limited staff access.  The CE also implemented a new policy prohibiting the storage of PHI on the laptop computer and updated additional policies and procedures to enhance safeguards for systems containing PHI.      ",2012-02-11,,2012,Open,,0,Medium,2014-06-24
467,Policlinica La Familia IPA 343,PR,"T & P Consulting, Inc. d/b/a Quantum Health Consulting",5994,2012-01-11,Theft,Laptop,2014-06-03,"An unencrypted laptop computer and external hard drive containing the electronic protected health information (ePHI) of 5,994 individuals were stolen from a staff member of the covered entity's (CE) business associate (BA).  The ePHI included names, ages, sex, social security numbers, medical services provided, diagnosis codes, and dates of service.  Upon discovery of the breach, the CE filed a police report and provided breach notification to HHS, the media and all affected individuals.  As a result of OCR's investigation, the CE had its BA conduct a risk analysis, implement new security policies and procedures to ensure adequate safeguards to protect ePHI, and retrain its employees.  In addition, the CE also had its BA change its security practices to include encryption on all laptops and restrict the use of portable media devices. OCR obtained assurance that the CE implemented the corrective action listed above and required one additional corrective action.  OCR identified the need for the CE to implement certain security policies, procedures and controls.



",2012-01-11,,2012,Open,,0,Medium,2014-06-03
468,Servicios Medicos Integrados de Fajardo,PR,"T & P Consulting, Inc. d/b/a Quantum Health Consulting",10000,2012-01-11,Theft,"Laptop, Other Portable Electronic Device",2014-04-23,"The covered entity (CE) filed a breach report with OCR after an external hard drive and laptop computer containing electronic protected health information (ePHI) of 39,609 individuals were stolen from the CE's Business Associate (BA).  The ePHI included names, ages, sex, social security numbers, medical services provided, diagnosis codes, and the dates of the service.  Immediately following the breach, the CE conducted a risk assessment, filed a breach report and provided OCR a copy of its BA agreement.  Additionally, the CE notified all affected individuals of the breach and issued a press release.  As a result of OCR's investigation, the CE required the BA to revise its security practices to include laptop encryption and restrictions on the use of portable media devices as outlined in the BA's newly developed security policies and procedures.  ",2012-01-11,,2012,Open,,0,Medium,2014-04-23
469,Proveedores Aliados por tu SAlud,PR,Quantum Health Consulting,4645,2012-01-12,Theft,Laptop,2014-06-20,"OCR opened an investigation of the covered entity (CE), First Proveedores Aliados Por Tu Salud, after it reported an unencrypted laptop computer and external hard drive containing the electronic protected health information (ePHI) of 4,645 individuals were stolen from a staff member of the CE's business associate (BA), Quantum Health.  The ePHI included names, age, sex, social security numbers, medical services provided, diagnosis codes, and the dates of service.  Upon discovery of the breach, the CE filed a police report and provided breach notification to all individuals affected by the breach, HHS, and the media.  As a result of OCR's investigation, the CE had its BA conduct a risk analysis and implemented new security policies and procedures to ensure adequate safeguards to protect ePHI and retrain its employees.  In addition, the CE also had its BA change its security practices to include encryption on all laptops and restricted the use of portable media devices.    

",2012-01-12,,2012,Open,,0,Medium,2014-06-20
470,"Centro de Servicios de Cuidados Dirigidos, Inc. d/b/a Metro Salud grupo Profesional",PR,"T&P Consulting, INC. d/b/a Quantum Health Consulting",27098,2012-01-11,Theft,Laptop,2014-06-20,"OCR opened an investigation of the covered entity (CE), Centro De Servicios de Cuidados Dirigidos, Inc. d/b/a Metro Salud grupo Profesional, after it reported an unencrypted laptop computer and external hard drive containing the electronic protected health information (ePHI) of 27,098 individuals were stolen from a staff member of the CE's business associate (BA), Quantum Health.  The ePHI included names, age, sex, social security numbers, medical services provided, diagnosis codes, and the dates of service.  Upon discovery of the breach, the BA filed a police report and provided breach notification to the media, and all affected individuals.  The CE provided breach notice to HHS.  As a result of OCR's investigation, the CE had its BA conduct a risk analysis and implemented new security policies and procedures to ensure adequate safeguards to protect ePHI and retrain its employees.  In addition, the CE also had its BA change its security practices to include encryption on all laptops and restricted the use of portable media devices.  The CE also terminated its BA agreement with the BA.  The breach incident involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR verified that the CE had a proper BA agreement in place that restricted the BA's use and disclosure of PHI and required the BA to safeguard all PHI.",2012-01-11,,2012,Open,,0,Medium,2014-06-20
471,Kern Medical Center ,CA,Unknown,1431,2012-02-25,Theft,Paper,2014-01-23,Not provided,2012-02-25,,2012,Open,,0,Medium,2014-01-23
472,"William F. DeLuca Jr., M.D.",NY,Unknown,577,2012-01-16,Theft,Laptop,2014-06-02,"OCR opened an investigation of the covered entity (CE) after it reported two unencrypted laptops were stolen that contained the electronic protected health information (ePHI) of 577 individuals.  The ePHI included names and pictures.  Upon discovery of the breach, the CE filed a police report to recover the stolen items.  As a result of OCR's investigation, the CE encrypted its computers, changed the locks to a numbered key system, and installed a lock to secure portable devices in storage.  In addition, the CE started using identification numbers instead of names on patients' files.  The CE also revised its security policy and trained all staff on its policies.",2012-01-16,,2012,Open,,0,Medium,2014-06-02
473,Grupo Medico IPA -341,PR,Quantum Health Consulting,7923,2012-01-11,Theft,Laptop,2014-06-20,"An unencrypted laptop computer and an external hard drive containing the electronic protected health information (ePHI) of 7,923 individuals were stolen from a staff member of the CE's business associate (BA).  The ePHI included names, ages, gender, social security numbers, medical services provided, diagnosis codes, and dates of service.  Upon discovery of the breach, the CE filed a police report to recover the stolen items.  The CE also provided breach notification to all affected individuals, HHS, and the media. As a result of OCR's investigation, the CE had its BA conduct a risk analysis, implement new security policies and procedures to ensure adequate safeguards to protect ePHI, and retrain its employees. The CE also had its BA change its security practices to include encryption on all laptops and restrict the use of portable media devices.  ",2012-01-11,,2012,Open,,0,Medium,2014-06-20
474,Advanced Clinical Research Institute,CA,Unknown,875,2012-01-26,Theft,Paper,2014-01-23,Not provided,2012-01-26,,2012,Open,,0,Medium,2014-01-23
475,Access Medical Group -IPA 344,PR,"T&P Consulting, INC DBA Quantum HC",7606,2012-01-11,Theft,"Laptop, Other Portable Electronic Device",2014-06-13,"An unencrypted laptop computer and external hard drive containing the electronic protected health information (ePHI) of 39,609 individuals were stolen from a staff member of the covered entity's (CE) business associate (BA).  The ePHI included names, ages, sex, social security numbers, medical services provided, diagnosis codes, and dates of service.  Upon discovery of the breach, the CE filed a police report and provided breach notification to HHS, the media and all affected individuals.  As a result of OCR's investigation, the CE had its BA conduct a risk analysis, implement new security policies and procedures to ensure adequate safeguards to protect ePHI, and retrain its employees.  In addition, the CE also had its BA change its security practices to include encryption on all laptops and restrict the use of portable media devices. OCR obtained assurance that the CE implemented the corrective action listed above and required one additional corrective action.  OCR identified the need for the CE to implement certain security policies, procedures and controls.",2012-01-11,,2012,Open,,0,Medium,2014-06-13
476,Georgia Health Sciences University,GA,Unknown,513,2012-01-18,Theft,Laptop,2014-01-23,Not provided,2012-01-18,,2012,Open,,0,Medium,2014-01-23
477,"Baylor Heart and Vascular Center, LLP",TX,Unknown,1972,2012-01-26,Theft,Other Portable Electronic Device,2014-01-23,Not provided,2012-01-26,,2012,Open,,0,Medium,2014-01-23
478,Chicago Musculoskeletal Institute/Metro Orthopedics,IL,Unknown,750,2011-12-31,Other,Network Server,2014-03-24,Not provided,2011-12-31,,2011,Open,,0,Medium,2014-03-24
479,"Tufts Associated Health Maintenance Organization, Inc. and Tufts Insurance Company",MA,"Caremark PCS Health, L.L.C. (formerly known as Caremark PCS Health, L.P.)",3482,2014-01-23,Other,Paper,2014-01-23,Not provided,2012-01-17,2012-02-02,2012,Closed,16.0,0,Medium,2014-01-23
480,Duke University Health System,NC,Unknown,1370,2014-04-23,Unauthorized Access/Disclosure,Other,2014-04-23,Not provided,2008-07-01,2011-11-30,2008,Closed,1247.0,0,Medium,2014-04-23
481,St. Joseph's Medical Center,CA,Unknown,712,2012-02-02,Theft,Paper,2014-01-23,Not provided,2012-02-02,,2012,Open,,0,Medium,2014-01-23
482,UnitedHealth Group health plan single affiliated covered entity,MN,Unknown,3537,2011-06-28,Unauthorized Access/Disclosure,Other,2014-03-24,Not provided,2011-06-28,,2011,Open,,0,Medium,2014-03-24
483,CenterLight Healthcare,NY,Unknown,642,2012-01-27,Unauthorized Access/Disclosure,E-mail,2014-01-23,Not provided,2012-01-27,,2012,Open,,0,Medium,2014-01-23
484,Lake Granbury Medical Center,TX,Unknown,502,2012-02-13,Theft,Paper,2014-01-23,Not provided,2012-02-13,,2012,Open,,0,Medium,2014-01-23
485,County of Wayne Department of Personnel/Human Resources Benefits Administration Division,MI,Unknown,1229,2012-03-16,Unauthorized Access/Disclosure,E-mail,2014-06-10,Not provided,2012-03-16,,2012,Open,,0,Medium,2014-06-10
486,St. Elizabeth's Medical Center,MA,Unknown,6831,2012-02-01,Loss,Paper,2014-01-23,Not provided,2012-02-01,,2012,Open,,0,Medium,2014-01-23
487,The Neighborhood Christian Clinic,AZ,Unknown,9565,2012-02-07,Loss,Other Portable Electronic Device,2014-01-23,Not provided,2012-02-07,,2012,Open,,0,Medium,2014-01-23
488,"AccentCare Home Health of California, Inc. Medicare # 057564    CA state License # 080000226",CA,Unknown,1000,2014-01-23,Unauthorized Access/Disclosure,E-mail,2014-01-23,Not provided,2012-04-20,2012-04-21,2012,Closed,1.0,0,Medium,2014-01-23
489,Seton Health Plan,TX,HealthLOGIX,555,2012-03-09,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2012-03-09,,2012,Open,,0,Medium,2014-01-23
490,awklein a med corp,CA,David Charles Rish,2000,2011-02-01,Theft,Other,2014-01-23,Not provided,2011-02-01,,2011,Open,,0,Medium,2014-01-23
491,Utah Department of Health,UT,Utah Department of Technology Services,780000,2014-01-23,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2012-03-10,2012-04-02,2012,Closed,23.0,1,High,2014-01-23
492,IU Medical Group,IN,Unknown,1000,2012-04-11,Improper Disposal,Paper,2014-01-23,Not provided,2012-04-11,,2012,Open,,0,Medium,2014-01-23
493,Rhinebeck Health Center/Center for Progressive Medicine,NY,Unknown,6745,2014-06-03,Theft,"Desktop Computer, Network Server",2014-06-03,"The CE's network server and two local computers were hacked and compromised by a computer virus which resulted in the disclosure of electronic protected health information (ePHI) of 6,745 individuals.  The ePHI included names, insurance numbers, diagnoses, medical histories, dates of birth, telephone numbers, and social security numbers.  Upon discovery of the breach, the CE shut down all computer and email systems to prevent unauthorized access to its network and core files.  In addition, the CE decommissioned the previously used server, deactivated the network router, disabled network access to ePHI, and discontinued the previously utilized backup.  As a result of OCR's investigation, the CE deployed a new real-time firewall and intrusion detection system and implemented new measures for software management.  In addition, the CE installed a new network server, deployed a new router with security subscription to actively monitor internal network traffic and external threat patterns, and implemented a centralized antivirus software system.",2011-11-15,2011-12-14,2011,Closed,29.0,0,Medium,2014-06-03
494,Memorial Healthcare System,FL,Unknown,9497,2014-01-23,Other,Other,2014-01-23,Not provided,2011-08-01,2012-02-12,2011,Closed,195.0,0,Medium,2014-01-23
495,"Roy E. Gondo, M.D.",WA,Unknown,2100,2012-02-21,Theft,"Desktop Computer, Electronic Medical Record",2014-01-23,Not provided,2012-02-21,,2012,Open,,0,Medium,2014-01-23
496,"DRD Management, Inc. D/B/A DRD Knoxville Medical Clinic - Central",TX,Unknown,1000,2012-02-16,Improper Disposal,Paper,2014-01-23,Not provided,2012-02-16,,2012,Open,,0,Medium,2014-01-23
497,Emory Healthcare,GA,Unknown,315000,2014-01-23,"Unknown, Other",Other,2014-01-23,Not provided,2012-02-07,2012-02-20,2012,Closed,13.0,1,High,2014-01-23
498,"Rex Smith, DPM -Rex Smith Podiatry ",OR,Unknown,20915,2012-02-19,Theft,Desktop Computer,2014-01-23,Not provided,2012-02-19,,2012,Open,,0,Medium,2014-01-23
499,Desert AIDS Project,CA,Unknown,4400,2012-04-12,Theft,Desktop Computer,2014-01-23,Not provided,2012-04-12,,2012,Open,,0,Medium,2014-01-23
